"date" , "count" , "lang" , "page" , "rank" , "month" , "title"
"2008-03-08" , " 272" , "en" , "R_(programming_language)" , "7189" , "200803" , "R_(programming_language)"
"2008-03-03" , "   0" , "en" , "R_(programming_language)" , "7189" , "200803" , "R_(programming_language)"
"2008-03-02" , " 267" , "en" , "R_(programming_language)" , "7189" , "200803" , "R_(programming_language)"
"2008-03-01" , "   0" , "en" , "R_(programming_language)" , "7189" , "200803" , "R_(programming_language)"
"2008-03-07" , " 377" , "en" , "R_(programming_language)" , "7189" , "200803" , "R_(programming_language)"
"2008-03-06" , " 395" , "en" , "R_(programming_language)" , "7189" , "200803" , "R_(programming_language)"
"2008-03-05" , " 410" , "en" , "R_(programming_language)" , "7189" , "200803" , "R_(programming_language)"
"2008-03-04" , "   0" , "en" , "R_(programming_language)" , "7189" , "200803" , "R_(programming_language)"
"2008-03-21" , " 382" , "en" , "R_(programming_language)" , "7189" , "200803" , "R_(programming_language)"
"2008-03-20" , " 459" , "en" , "R_(programming_language)" , "7189" , "200803" , "R_(programming_language)"
"2008-03-23" , " 262" , "en" , "R_(programming_language)" , "7189" , "200803" , "R_(programming_language)"
"2008-03-22" , " 271" , "en" , "R_(programming_language)" , "7189" , "200803" , "R_(programming_language)"
"2008-03-25" , " 484" , "en" , "R_(programming_language)" , "7189" , "200803" , "R_(programming_language)"
"2008-03-24" , " 339" , "en" , "R_(programming_language)" , "7189" , "200803" , "R_(programming_language)"
"2008-03-27" , " 448" , "en" , "R_(programming_language)" , "7189" , "200803" , "R_(programming_language)"
"2008-03-26" , " 423" , "en" , "R_(programming_language)" , "7189" , "200803" , "R_(programming_language)"
"2008-03-29" , " 292" , "en" , "R_(programming_language)" , "7189" , "200803" , "R_(programming_language)"
"2008-03-28" , " 414" , "en" , "R_(programming_language)" , "7189" , "200803" , "R_(programming_language)"
"2008-04-30" , " 525" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-15" , " 530" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-14" , " 506" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-17" , " 525" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-16" , " 534" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-11" , " 540" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-10" , " 471" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-13" , " 319" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-12" , " 296" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-19" , " 281" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-18" , " 450" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-28" , " 558" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-29" , " 519" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-20" , " 290" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-21" , " 461" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-22" , " 526" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-23" , " 449" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-24" , " 484" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-25" , " 483" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-26" , " 344" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-27" , " 320" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-06" , " 347" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-07" , " 443" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-04" , " 421" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-05" , " 348" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-02" , " 449" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-03" , " 488" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-01" , " 463" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-08" , " 509" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-04-09" , " 502" , "en" , "R_(programming_language)" , "7189" , "200804" , "R_(programming_language)"
"2008-05-31" , " 182" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-12" , " 503" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-13" , " 586" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-10" , " 403" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-11" , " 417" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-16" , " 400" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-17" , " 176" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-14" , " 549" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-15" , " 444" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-18" , " 151" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-19" , " 220" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-29" , " 289" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-28" , " 241" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-23" , " 206" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-22" , " 214" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-21" , " 287" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-20" , " 267" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-27" , " 266" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-26" , " 180" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-25" , " 206" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-24" , " 145" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-01" , " 441" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-03" , " 298" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-02" , " 480" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-05" , " 562" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-04" , " 368" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-07" , " 516" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-06" , " 689" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-09" , " 524" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-08" , " 501" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-05-30" , " 322" , "en" , "R_(programming_language)" , "7189" , "200805" , "R_(programming_language)"
"2008-06-21" , "1062" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-27" , "1318" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-24" , " 866" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-25" , "1024" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-13" , "1094" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-12" , " 885" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-11" , " 472" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-10" , " 472" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-17" , "1148" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-16" , " 793" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-15" , " 803" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-14" , "1114" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-30" , " 203" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-19" , "1170" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-18" , "1189" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-28" , "1264" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-29" , " 516" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-08" , " 159" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-09" , " 211" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-04" , " 267" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-05" , " 289" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-06" , " 292" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-07" , " 226" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-26" , "1328" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-01" , "   0" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-02" , "   0" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-03" , " 256" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-22" , " 576" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-23" , " 594" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-06-20" , "1258" , "en" , "R_(programming_language)" , "7189" , "200806" , "R_(programming_language)"
"2008-07-10" , " 266" , "en" , "R_(programming_language)" , "7189" , "200807" , "R_(programming_language)"
"2008-07-11" , " 177" , "en" , "R_(programming_language)" , "7189" , "200807" , "R_(programming_language)"
"2008-07-12" , " 133" , "en" , "R_(programming_language)" , "7189" , "200807" , "R_(programming_language)"
"2008-07-07" , " 368" , "en" , "R_(programming_language)" , "7189" , "200807" , "R_(programming_language)"
"2008-07-06" , " 229" , "en" , "R_(programming_language)" , "7189" , "200807" , "R_(programming_language)"
"2008-07-05" , " 274" , "en" , "R_(programming_language)" , "7189" , "200807" , "R_(programming_language)"
"2008-07-04" , " 489" , "en" , "R_(programming_language)" , "7189" , "200807" , "R_(programming_language)"
"2008-07-03" , " 580" , "en" , "R_(programming_language)" , "7189" , "200807" , "R_(programming_language)"
"2008-07-02" , " 601" , "en" , "R_(programming_language)" , "7189" , "200807" , "R_(programming_language)"
"2008-07-09" , " 259" , "en" , "R_(programming_language)" , "7189" , "200807" , "R_(programming_language)"
"2008-07-08" , " 285" , "en" , "R_(programming_language)" , "7189" , "200807" , "R_(programming_language)"
"2008-08-04" , " 565" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-31" , " 321" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-23" , " 458" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-11" , " 485" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-10" , " 322" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-13" , " 483" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-12" , " 519" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-15" , " 428" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-14" , " 464" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-17" , " 291" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-16" , " 288" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-19" , " 496" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-18" , " 448" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-30" , " 270" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-02" , " 227" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-03" , " 386" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-26" , " 531" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-01" , " 194" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-06" , " 521" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-21" , " 550" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-22" , " 409" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-05" , " 561" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-08" , " 448" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-09" , " 319" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-28" , " 595" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-29" , " 493" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-24" , " 366" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-25" , " 556" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-27" , " 610" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-20" , " 533" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-08-07" , " 525" , "en" , "R_(programming_language)" , "7189" , "200808" , "R_(programming_language)"
"2008-09-23" , " 316" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-02" , " 608" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-27" , " 358" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-26" , " 236" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-25" , " 314" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-24" , " 357" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-09" , " 442" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-22" , " 370" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-21" , " 217" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-20" , " 321" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-05" , " 570" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-04" , " 664" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-07" , " 331" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-06" , " 332" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-01" , " 449" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-03" , " 633" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-08" , " 321" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-28" , " 355" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-30" , " 411" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-29" , " 511" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-18" , " 583" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-19" , " 607" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-16" , " 565" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-17" , " 618" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-14" , " 391" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-15" , " 576" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-12" , " 590" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-13" , " 368" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-10" , " 471" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-09-11" , " 532" , "en" , "R_(programming_language)" , "7189" , "200809" , "R_(programming_language)"
"2008-10-09" , " 557" , "en" , "R_(programming_language)" , "7189" , "200810" , "R_(programming_language)"
"2008-10-08" , " 624" , "en" , "R_(programming_language)" , "7189" , "200810" , "R_(programming_language)"
"2008-10-03" , " 411" , "en" , "R_(programming_language)" , "7189" , "200810" , "R_(programming_language)"
